USC00462523,"DUNMORE 1 N, WV US",10/11/2023,,,,,0,0,0,62,29,31,
USC00462523,"DUNMORE 1 N, WV US",10/12/2023,,,,,0,0,0,61,30,35,
USC00462523,"DUNMORE 1 N, WV US",10/13/2023,,,,,0,0,0,73,33,36,
USC00462523,"DUNMORE 1 N, WV US",10/14/2023,,,,,0.05,0,0,76,34,52,
USC00462523,"DUNMORE 1 N, WV US",10/15/2023,,,,,0.1,0,0,64,43,43,
USC00462523,"DUNMORE 1 N, WV US",10/16/2023,,,,,0.04,0,0,49,38,39,
USC00462523,"DUNMORE 1 N, WV US",10/17/2023,,,,,0,0,0,48,39,41,
USC00462523,"DUNMORE 1 N, WV US",10/18/2023,,,,,0,0,0,51,38,40,
USC00462523,"DUNMORE 1 N, WV US",10/19/2023,,,,,0,0,0,59,27,27,
USC00462523,"DUNMORE 1 N, WV US",10/20/2023,,,,,0,0,0,62,26,44,
USC00462523,"DUNMORE 1 N, WV US",10/21/2023,,,,,0.42,0,0,52,44,46,
USC00462523,"DUNMORE 1 N, WV US",10/22/2023,,,,,0.09,0,0,53,36,43,
USC00462523,"DUNMORE 1 N, WV US",10/23/2023,,,,,0.08,0,0,50,25,25,
USC00462523,"DUNMORE 1 N, WV US",10/24/2023,,,,,0,0,0,68,23,27,
USC00462523,"DUNMORE 1 N, WV US",10/25/2023,,,,,0,0,0,75,26,36,
USC00462523,"DUNMORE 1 N, WV US",10/26/2023,,,,,0,0,0,78,29,29,
USC00462523,"DUNMORE 1 N, WV US",10/27/2023,,,,,0,0,0,73,28,42,
USC00462523,"DUNMORE 1 N, WV US",10/28/2023,,,,,0,0,0,69,40,48,
USC00462523,"DUNMORE 1 N, WV US",10/29/2023,,,,,0.03,0,0,72,48,53,
USC00462523,"DUNMORE 1 N, WV US",10/30/2023,,,,,0,0,0,69,49,49,
USC00462523,"DUNMORE 1 N, WV US",10/31/2023,,,,,0.05,0,0,64,35,35,
USC00462523,"DUNMORE 1 N, WV US",11/1/2023,,,,,0,0,0,46,25,25,
USC00462523,"DUNMORE 1 N, WV US",11/2/2023,,,,,0,0,0,33,10,11,
USC00462523,"DUNMORE 1 N, WV US",11/3/2023,,,,,0,0,0,46,9,14,
USC00462523,"DUNMORE 1 N, WV US",11/4/2023,,,,,0,0,0,59,13,20,
USC00462523,"DUNMORE 1 N, WV US",11/5/2023,,,,,0,0,0,55,19,28,
USC00462523,"DUNMORE 1 N, WV US",11/6/2023,,,,,0,0,0,61,22,22,
USC00462523,"DUNMORE 1 N, WV US",11/7/2023,,,,,0,0,0,63,21,43,
USC00462523,"DUNMORE 1 N, WV US",11/8/2023,,,,,0,0,0,65,32,32,
USC00462523,"DUNMORE 1 N, WV US",11/9/2023,,,,,0,0,0,70,30,46,
USC00462523,"DUNMORE 1 N, WV US",11/10/2023,,,,,0.04,0,0,65,42,42,
USC00462523,"DUNMORE 1 N, WV US",11/11/2023,,,,,0.35,0,0,42,31,31,
USC00462523,"DUNMORE 1 N, WV US",11/12/2023,,,,,0,0,0,50,23,25,
USC00462523,"DUNMORE 1 N, WV US",11/13/2023,,,,,0,0,0,53,20,20,
USC00462523,"DUNMORE 1 N, WV US",11/14/2023,,,,,0,0,0,59,19,24,
USC00462523,"DUNMORE 1 N, WV US",11/15/2023,,,,,0,0,0,58,23,23,
USC00462523,"DUNMORE 1 N, WV US",11/16/2023,,,,,0,0,0,59,21,21,
USC00462523,"DUNMORE 1 N, WV US",11/17/2023,,,,,0,0,0,66,20,30,
USC00462523,"DUNMORE 1 N, WV US",11/18/2023,,,,,0.24,0,0,62,28,46,
USC00462523,"DUNMORE 1 N, WV US",11/19/2023,,,,,0,0,0,48,18,18,
USC00462523,"DUNMORE 1 N, WV US",11/20/2023,,,,,0,0,0,53,17,20,
USC00462523,"DUNMORE 1 N, WV US",11/21/2023,,,,,0.01,0,0,49,19,38,
USC00462523,"DUNMORE 1 N, WV US",11/22/2023,,,,,1.69,0,0,41,34,41,
USC00462523,"DUNMORE 1 N, WV US",11/23/2023,,,,,0.01,0,0,42,30,30,
USC00462523,"DUNMORE 1 N, WV US",11/24/2023,,,,,0,0,0,50,22,23,
USC00462523,"DUNMORE 1 N, WV US",11/25/2023,,,,,0,0,0,46,23,23,
USC00462523,"DUNMORE 1 N, WV US",11/26/2023,,,,,0,0,0,40,20,20,
USC00462523,"DUNMORE 1 N, WV US",11/27/2023,,,,,0,0,0,45,18,32,
USC00462523,"DUNMORE 1 N, WV US",11/28/2023,,,,,0,0,0,34,22,25,
USC00462523,"DUNMORE 1 N, WV US",11/29/2023,,,,,0,0,0,26,5,5,
USC00462523,"DUNMORE 1 N, WV US",11/30/2023,,,,,0,0,0,37,4,17,
USC00462523,"DUNMORE 1 N, WV US",12/1/2023,,,,,0,0,0,48,17,24,
USC00462523,"DUNMORE 1 N, WV US",12/2/2023,,,,,0.26,0,0,40,24,34,
USC00462523,"DUNMORE 1 N, WV US",12/3/2023,,,,,0.54,0,0,57,34,45,
USC00462523,"DUNMORE 1 N, WV US",12/4/2023,,,,,0,0,0,59,29,30,
USC00462523,"DUNMORE 1 N, WV US",12/5/2023,,,,,0,0,0,46,29,29,
USC00462523,"DUNMORE 1 N, WV US",12/6/2023,,,,,0.03,0.4,0,40,26,30,
USC00462523,"DUNMORE 1 N, WV US",12/7/2023,,,,,0,0,0,34,26,27,
USC00462523,"DUNMORE 1 N, WV US",12/8/2023,,,,,0,0,0,49,25,26,
USC00462523,"DUNMORE 1 N, WV US",12/9/2023,,,,,0,0,0,59,24,24,
USC00462523,"DUNMORE 1 N, WV US",12/10/2023,,,,,0.54,0,0,52,24,49,
USC00462523,"DUNMORE 1 N, WV US",12/11/2023,,,,,0.57,0.7,1,51,28,28,
USC00462523,"DUNMORE 1 N, WV US",12/12/2023,,,,,0.06,0.5,0,31,11,11,
USC00462523,"DUNMORE 1 N, WV US",12/13/2023,,,,,0,0,0,41,11,29,
USC00462523,"DUNMORE 1 N, WV US",12/14/2023,,,,,0,0,0,42,12,12,
USC00462523,"DUNMORE 1 N, WV US",12/15/2023,,,,,0,0,0,45,12,15,
USC00462523,"DUNMORE 1 N, WV US",12/16/2023,,,,,0,0,0,52,14,17,
USC00462523,"DUNMORE 1 N, WV US",12/17/2023,,,,,0,0,0,51,16,28,
USC00462523,"DUNMORE 1 N, WV US",12/18/2023,,,,,0.23,0,0,42,28,37,
USC00462523,"DUNMORE 1 N, WV US",12/19/2023,,,,,0.15,3,3,40,22,22,
USC00462523,"DUNMORE 1 N, WV US",12/20/2023,,,,,0,0.2,2,28,5,5,
USC00462523,"DUNMORE 1 N, WV US",12/21/2023,,,,,0,0,1,42,5,12,
USC00462523,"DUNMORE 1 N, WV US",12/22/2023,,,,,0,0,0,45,10,21,
USC00462523,"DUNMORE 1 N, WV US",12/23/2023,,,,,0,0,0,44,19,22,
USC00462523,"DUNMORE 1 N, WV US",12/24/2023,,,,,0,0,0,49,22,31,
USC00462523,"DUNMORE 1 N, WV US",12/25/2023,,,,,0,0,0,57,25,25,
USC00462523,"DUNMORE 1 N, WV US",12/26/2023,,,,,0.22,0,0,52,25,43,
USC00462523,"DUNMORE 1 N, WV US",12/27/2023,,,,,0.32,0,0,48,42,45,
USC00462523,"DUNMORE 1 N, WV US",12/28/2023,,,,,0.14,0,0,52,37,38,
USC00462523,"DUNMORE 1 N, WV US",12/29/2023,,,,,0,0,0,48,26,26,
USC00462523,"DUNMORE 1 N, WV US",12/31/2023,,,,,0,0,0,36,25,25,
USC00462523,"DUNMORE 1 N, WV US",1/1/2024,,,,,0.06,1,1,36,22,28,
USC00462523,"DUNMORE 1 N, WV US",1/2/2024,,,,,0.09,1,2,29,25,26,
USC00462523,"DUNMORE 1 N, WV US",1/3/2024,,,,,0,0,1,33,15,15,
USC00462523,"DUNMORE 1 N, WV US",1/4/2024,,,,,0,0,0,38,13,29,
USC00462523,"DUNMORE 1 N, WV US",1/5/2024,,,,,0,0,0,31,5,5,
USC00462523,"DUNMORE 1 N, WV US",1/6/2024,,,,,0,0,0,39,5,26,
USC00462523,"DUNMORE 1 N, WV US",1/7/2024,,,,,1.04,5,3,33,26,31,
USC00462523,"DUNMORE 1 N, WV US",1/8/2024,,,,,0.02,0.2,2,38,26,26,
USC00462523,"DUNMORE 1 N, WV US",1/9/2024,,,,,0.1,1.5,4,39,20,32,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/25/2022,,,,,0.05,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/26/2022,,,,,0.15,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/27/2022,,,,,0.06,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/28/2022,,,,,0.15,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/29/2022,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",11/30/2022,,,,,0.09,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/1/2022,,,,,0.07,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/2/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/3/2022,,,,,0.25,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/4/2022,,,,,0.36,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/5/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/6/2022,,,,,0.04,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/7/2022,,,,,0.51,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/8/2022,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/9/2022,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/10/2022,,,,,0.08,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/11/2022,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/12/2022,,,,,0.06,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/13/2022,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/14/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/15/2022,,,,,0.51,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/16/2022,,,,,0.1,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/17/2022,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/18/2022,,,,,0.01,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/19/2022,,,,,0.07,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/20/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/21/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/22/2022,,,,,0.33,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/23/2022,,,,,0.33,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/24/2022,,,,,0,,,,,,0
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/25/2022,,,,,0,,,,,,0
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/26/2022,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/28/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/29/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/30/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",12/31/2022,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/1/2023,,,,,0.05,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/2/2023,,,,,0,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/3/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/4/2023,,,,,0.13,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/5/2023,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/6/2023,,,,,0.03,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/7/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/8/2023,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/9/2023,,,,,0.1,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/10/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/11/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/12/2023,,,,,0.3,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/13/2023,,,,,0.19,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/14/2023,,,,,0.26,1.5,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/15/2023,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/16/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/17/2023,,,,,0.5,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/18/2023,,,,,0.16,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/19/2023,,,,,0.04,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/20/2023,,,,,0.08,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/21/2023,,,,,0.06,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/22/2023,,,,,0,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/23/2023,,,,,0.19,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/24/2023,,,,,0.11,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/25/2023,,,,,0.23,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/26/2023,,,,,0.13,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/27/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/28/2023,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/29/2023,,,,,0,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/30/2023,,,,,0.21,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",1/31/2023,,,,,0.04,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/1/2023,,,,,0.05,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/2/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/3/2023,,,,,0,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/4/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/5/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/6/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/7/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/8/2023,,,,,0.11,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/9/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/10/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/11/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/12/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/13/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/14/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/15/2023,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/16/2023,,,,,0,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/17/2023,,,,,1.21,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/18/2023,,,,,0.08,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/19/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/20/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/21/2023,,,,,0.28,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/22/2023,,,,,0.26,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/23/2023,,,,,0.34,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/25/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/26/2023,,,,,0.17,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/27/2023,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",2/28/2023,,,,,0.83,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/1/2023,,,,,0.01,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/2/2023,,,,,0.46,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/3/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/4/2023,,,,,0.23,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/5/2023,,,,,0.05,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/6/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/7/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/8/2023,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/9/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/10/2023,,,,,0.12,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/11/2023,,,,,0.15,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/12/2023,,,,,0.02,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/13/2023,,,,,0.1,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/14/2023,,,,,0.05,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/15/2023,,,,,0.2,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/16/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/17/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/18/2023,,,,,0.38,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/19/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/20/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/21/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/22/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/23/2023,,,,,0.03,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/24/2023,,,,,0.9,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/25/2023,,,,,0.53,,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/26/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/27/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/28/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/29/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/30/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",3/31/2023,,,,,0,0,,,,,
US1WVRD0008,"ELKINS 2.5 SSE, WV US",4/1/2023,,,,,1.3,,,,,,
USC00461393,"CANAAN VALLEY, WV US",7/1/1944,,,,,,,,74,50,,
USC00461393,"CANAAN VALLEY, WV US",7/2/1944,,,,,,,,74,47,,
USC00461393,"CANAAN VALLEY, WV US",7/3/1944,,,,,,,,74,50,,
USC00461393,"CANAAN VALLEY, WV US",7/4/1944,,,,,,,,78,46,,
USC00461393,"CANAAN VALLEY, WV US",7/5/1944,,,,,,,,80,50,,
USC00461393,"CANAAN VALLEY, WV US",7/6/1944,,,,,,,,82,48,,
USC00461393,"CANAAN VALLEY, WV US",7/7/1944,,,,,,,,82,56,,
USC00461393,"CANAAN VALLEY, WV US",7/8/1944,,,,,,,,78,62,,
USC00461393,"CANAAN VALLEY, WV US",7/9/1944,,,,,,,,80,58,,
USC00461393,"CANAAN VALLEY, WV US",7/10/1944,,,,,,,,84,60,,
USC00461393,"CANAAN VALLEY, WV US",7/11/1944,,,,,,,,88,62,,
USC00461393,"CANAAN VALLEY, WV US",7/12/1944,,,,,,,,85,64,,
USC00461393,"CANAAN VALLEY, WV US",7/13/1944,,,,,,,,72,68,,
USC00461393,"CANAAN VALLEY, WV US",7/14/1944,,,,,,,,76,54,,
USC00461393,"CANAAN VALLEY, WV US",7/15/1944,,,,,,,,82,60,,
USC00461393,"CANAAN VALLEY, WV US",7/16/1944,,,,,,,,84,50,,
USC00461393,"CANAAN VALLEY, WV US",7/17/1944,,,,,,,,77,54,,
USC00461393,"CANAAN VALLEY, WV US",7/18/1944,,,,,0.02,,,78,58,,
USC00461393,"CANAAN VALLEY, WV US",7/19/1944,,,,,0.3,,,76,60,,
USC00461393,"CANAAN VALLEY, WV US",7/20/1944,,,,,0.23,,,72,58,,
USC00461393,"CANAAN VALLEY, WV US",7/21/1944,,,,,0.47,,,68,56,,
USC00461393,"CANAAN VALLEY, WV US",7/22/1944,,,,,,,,76,44,,
USC00461393,"CANAAN VALLEY, WV US",7/23/1944,,,,,,,,80,44,,
USC00461393,"CANAAN VALLEY, WV US",7/24/1944,,,,,0.1,,,79,50,,
USC00461393,"CANAAN VALLEY, WV US",7/25/1944,,,,,,,,82,60,,
USC00461393,"CANAAN VALLEY, WV US",7/26/1944,,,,,,,,84,64,,
USC00461393,"CANAAN VALLEY, WV US",7/27/1944,,,,,,,,80,66,,
USC00461393,"CANAAN VALLEY, WV US",7/28/1944,,,,,,,,85,59,,
USC00461393,"CANAAN VALLEY, WV US",7/29/1944,,,,,0.05,,,78,62,,
USC00461393,"CANAAN VALLEY, WV US",7/30/1944,,,,,0.01,,,80,60,,
USC00461393,"CANAAN VALLEY, WV US",7/31/1944,,,,,,,,84,54,,
USC00461393,"CANAAN VALLEY, WV US",8/1/1944,,,,,0.02,,,82,64,,
USC00461393,"CANAAN VALLEY, WV US",8/2/1944,,,,,0.03,,,70,66,,
USC00461393,"CANAAN VALLEY, WV US",8/3/1944,,,,,0.03,,,85,60,,
USC00461393,"CANAAN VALLEY, WV US",8/4/1944,,,,,0,,,88,56,,
USC00461393,"CANAAN VALLEY, WV US",8/5/1944,,,,,0,,,84,68,,
USC00461393,"CANAAN VALLEY, WV US",8/6/1944,,,,,0.13,,,82,66,,
USC00461393,"CANAAN VALLEY, WV US",8/7/1944,,,,,0.38,,,78,60,,
USC00461393,"CANAAN VALLEY, WV US",8/8/1944,,,,,0,,,76,60,,
USC00461393,"CANAAN VALLEY, WV US",8/9/1944,,,,,0,,,78,52,,
USC00461393,"CANAAN VALLEY, WV US",8/10/1944,,,,,0,,,84,48,,
USC00461393,"CANAAN VALLEY, WV US",8/11/1944,,,,,0,,,86,50,,
USC00461393,"CANAAN VALLEY, WV US",8/12/1944,,,,,0,,,87,58,,
USC00461393,"CANAAN VALLEY, WV US",8/13/1944,,,,,0.43,,,86,58,,
USC00461393,"CANAAN VALLEY, WV US",8/14/1944,,,,,0,,,84,60,,
USC00461393,"CANAAN VALLEY, WV US",8/15/1944,,,,,0.08,,,84,60,,
USC00461393,"CANAAN VALLEY, WV US",8/16/1944,,,,,0,,,82,63,,
USC00461393,"CANAAN VALLEY, WV US",8/17/1944,,,,,0.4,,,76,66,,
USC00461393,"CANAAN VALLEY, WV US",8/18/1944,,,,,0.25,,,70,60,,
USC00461393,"CANAAN VALLEY, WV US",8/19/1944,,,,,0,,,70,46,,
USC00461393,"CANAAN VALLEY, WV US",8/20/1944,,,,,0,,,80,44,,
USC00461393,"CANAAN VALLEY, WV US",8/21/1944,,,,,0,,,80,56,,
USC00461393,"CANAAN VALLEY, WV US",8/22/1944,,,,,0.44,,,72,64,,
USC00461393,"CANAAN VALLEY, WV US",8/23/1944,,,,,0.07,,,76,58,,
USC00461393,"CANAAN VALLEY, WV US",8/24/1944,,,,,0.02,,,66,52,,
USC00461393,"CANAAN VALLEY, WV US",8/25/1944,,,,,0,,,66,38,,
USC00461393,"CANAAN VALLEY, WV US",8/26/1944,,,,,0,,,66,44,,
USC00461393,"CANAAN VALLEY, WV US",8/27/1944,,,,,0,,,68,40,,
USC00461393,"CANAAN VALLEY, WV US",8/28/1944,,,,,0.12,,,64,56,,
USC00461393,"CANAAN VALLEY, WV US",8/29/1944,,,,,0.07,,,64,56,,
USC00461393,"CANAAN VALLEY, WV US",8/30/1944,,,,,0,,,76,44,,
USC00461393,"CANAAN VALLEY, WV US",8/31/1944,,,,,0.02,,,78,48,,
USC00461393,"CANAAN VALLEY, WV US",9/1/1944,,,,,0.15,,,75,62,,
USC00461393,"CANAAN VALLEY, WV US",9/2/1944,,,,,0.2,,,80,62,,
USC00461393,"CANAAN VALLEY, WV US",9/3/1944,,,,,0,,,78,56,,
USC00461393,"CANAAN VALLEY, WV US",9/4/1944,,,,,0,,,81,58,,
USC00461393,"CANAAN VALLEY, WV US",9/5/1944,,,,,0.14,,,72,62,,
USC00461393,"CANAAN VALLEY, WV US",9/6/1944,,,,,0.2,,,72,54,,
USC00461393,"CANAAN VALLEY, WV US",9/7/1944,,,,,0.02,,,62,54,,
USC00461393,"CANAAN VALLEY, WV US",9/8/1944,,,,,0,,,62,44,,
USC00461393,"CANAAN VALLEY, WV US",9/9/1944,,,,,0,,,70,36,,
USC00461393,"CANAAN VALLEY, WV US",9/10/1944,,,,,0,,,72,40,,
USC00461393,"CANAAN VALLEY, WV US",9/11/1944,,,,,0,,,56,54,,
USC00461393,"CANAAN VALLEY, WV US",9/12/1944,,,,,0.57,,,74,55,,
USC00461393,"CANAAN VALLEY, WV US",9/13/1944,,,,,0.02,,,74,60,,
USC00461393,"CANAAN VALLEY, WV US",9/14/1944,,,,,0.87,,,66,60,,
USC00461393,"CANAAN VALLEY, WV US",9/15/1944,,,,,0.02,,,68,52,,
USC00461393,"CANAAN VALLEY, WV US",9/16/1944,,,,,0,,,70,44,,
USC00461393,"CANAAN VALLEY, WV US",9/17/1944,,,,,0,,,70,48,,
USC00461393,"CANAAN VALLEY, WV US",9/18/1944,,,,,0.14,,,65,56,,
USC00461393,"CANAAN VALLEY, WV US",9/19/1944,,,,,0.22,,,76,60,,
USC00461393,"CANAAN VALLEY, WV US",9/20/1944,,,,,0.28,,,76,58,,
USC00461393,"CANAAN VALLEY, WV US",9/21/1944,,,,,0.32,,,64,52,,
USC00461393,"CANAAN VALLEY, WV US",9/22/1944,,,,,0.14,,,64,50,,
